Candidate Index, Candidate Value, Current Best Candidate Value, Current Best Candidate Index
156, 44.27, 93.43, 54
157, 12.52, 93.43, 54
158, 43.38, 93.43, 54
159, 31.56, 93.43, 54
160, -1.59, 93.43, 54
161, 1.41, 93.43, 54
162, 23.63, 93.43, 54
163, 10.06, 93.43, 54
164, 29.78, 93.43, 54
165, 20.5, 93.43, 54
166, 71.24, 93.43, 54
167, 8.6, 93.43, 54
168, 8.34, 93.43, 54
169, 3.96, 93.43, 54
170, 64.99, 93.43, 54
171, 12.9, 93.43, 54
172, 8, 93.43, 54
173, 49.99, 93.43, 54
174, 8.78, 93.43, 54
175, 5.55, 93.43, 54
176, 16.12, 93.43, 54
177, 33.66, 93.43, 54
178, 22.01, 93.43, 54
179, 24.6, 93.43, 54
180, 0.57, 93.43, 54
181, 47.53, 93.43, 54
182, 14.93, 93.43, 54
183, 73.13, 93.43, 54
184, 7.02, 93.43, 54
185, 23.05, 93.43, 54
186, 17.76, 93.43, 54
187, 1.76, 93.43, 54
188, 16.09, 93.43, 54
189, 42.26, 93.43, 54
190, 20.8, 93.43, 54
191, 16.36, 93.43, 54
192, 52.17, 93.43, 54
193, 41.76, 93.43, 54
194, -2.11, 93.43, 54
195, 55.06, 93.43, 54
196, 43.12, 93.43, 54
197, 52.68, 93.43, 54
198, 10.42, 93.43, 54
199, 8.95, 93.43, 54
200, 22.54, 93.43, 54
201, 29.79, 93.43, 54
202, 11.98, 93.43, 54
203, 3.9, 93.43, 54
204, 56.99, 93.43, 54
205, 20.04, 93.43, 54
206, 68.07, 93.43, 54
207, -2.24, 93.43, 54
208, 8.53, 93.43, 54
209, 69.81, 93.43, 54
210, 11.97, 93.43, 54
211, 27.05, 93.43, 54
212, 5.24, 93.43, 54
213, 2, 93.43, 54
214, 43.03, 93.43, 54
215, 12.36, 93.43, 54
216, 22.72, 93.43, 54
217, 21.27, 93.43, 54
218, 7.31, 93.43, 54
219, 48.04, 93.43, 54
220, 13.35, 93.43, 54
221, 18.1, 93.43, 54
222, 2.8, 93.43, 54
223, 80.35, 93.43, 54
224, 7.22, 93.43, 54
225, 48.92, 93.43, 54
226, 24.56, 93.43, 54
227, 84.78, 93.43, 54
228, -0.1, 93.43, 54
229, 9.45, 93.43, 54
230, 24.21, 93.43, 54
231, 3.96, 93.43, 54
232, 56.58, 93.43, 54
233, 15.04, 93.43, 54
234, 16.6, 93.43, 54
235, 18.96, 93.43, 54
236, 10.24, 93.43, 54
237, 37.32, 93.43, 54
238, 38.44, 93.43, 54
239, 3.13, 93.43, 54
240, 3.11, 93.43, 54
241, 17.05, 93.43, 54
242, 7.73, 93.43, 54
243, 24.76, 93.43, 54
244, 12.91, 93.43, 54
245, 5.35, 93.43, 54
246, 13.14, 93.43, 54
247, 69.51, 93.43, 54
248, 14.17, 93.43, 54
249, 15.27, 93.43, 54
250, 3.47, 93.43, 54
251, 6.6, 93.43, 54
252, 70.69, 93.43, 54
253, 12.58, 93.43, 54
254, 24.12, 93.43, 54
255, 7.14, 93.43, 54
256, 8.55, 93.43, 54
257, 1.14, 93.43, 54
258, 89.73, 93.43, 54
259, 0.91, 93.43, 54
260, 7.9, 93.43, 54
261, 21.1, 93.43, 54
262, 20.65, 93.43, 54
263, 1.09, 93.43, 54
264, 25.65, 93.43, 54
265, 3.92, 93.43, 54
266, 11.05, 93.43, 54
267, 0.27, 93.43, 54
268, 4.12, 93.43, 54
269, 9.98, 93.43, 54
270, 1.09, 93.43, 54
271, 74.67, 93.43, 54
272, 1.04, 93.43, 54
273, 4.98, 93.43, 54
274, 13.13, 93.43, 54
275, 27.39, 93.43, 54
276, 18.75, 93.43, 54
277, 10.06, 93.43, 54
278, 3.59, 93.43, 54
279, 7.07, 93.43, 54
280, 16.4, 93.43, 54
281, 4.65, 93.43, 54
282, 0.12, 93.43, 54
283, 1.39, 93.43, 54
284, 0.63, 93.43, 54
285, 55.53, 93.43, 54
286, 18.42, 93.43, 54
287, 4.5, 93.43, 54
288, 30.7, 93.43, 54
289, 47.75, 93.43, 54
290, 9.64, 93.43, 54
291, 43, 93.43, 54
292, 82.24, 93.43, 54
293, 47.19, 93.43, 54
294, 25.49, 93.43, 54
295, 33.31, 93.43, 54
296, 0.04, 93.43, 54
297, 13.9, 93.43, 54
298, 86.74, 93.43, 54
299, 21.37, 93.43, 54
300, 16.5, 93.43, 54
301, 5.73, 93.43, 54
302, 16.87, 93.43, 54
303, -0.65, 93.43, 54
304, 16, 93.43, 54
305, 34.46, 93.43, 54
306, -0.56, 93.43, 54
307, 30.62, 93.43, 54
308, 21.76, 93.43, 54
309, 14.34, 93.43, 54
310, 14.53, 93.43, 54
311, 23.4, 93.43, 54
312, -0.76, 93.43, 54
313, 6.86, 93.43, 54
314, 2.6, 93.43, 54
315, 13.29, 93.43, 54
316, 13.71, 93.43, 54
317, 6.26, 93.43, 54
318, 18.52, 93.43, 54
319, 38.03, 93.43, 54
320, 72.64, 93.43, 54
321, 21.95, 93.43, 54
322, 7.71, 93.43, 54
323, 45.71, 93.43, 54
324, 45.96, 93.43, 54
325, 30.33, 93.43, 54
326, -0.34, 93.43, 54
327, 31.65, 93.43, 54
328, 39.2, 93.43, 54
329, 45.54, 93.43, 54
330, 42.04, 93.43, 54
331, 33.06, 93.43, 54
332, 57.65, 93.43, 54
333, 9.89, 93.43, 54
334, 4.55, 93.43, 54
335, 12.32, 93.43, 54
336, 18.77, 93.43, 54
337, 11.24, 93.43, 54
338, 17.45, 93.43, 54
339, 3.56, 93.43, 54
340, 44.45, 93.43, 54
341, 18.73, 93.43, 54
342, 15.57, 93.43, 54
343, 71.49, 93.43, 54
344, 25.76, 93.43, 54
345, 1.55, 93.43, 54
346, 40.14, 93.43, 54
347, 18.38, 93.43, 54
348, 2.12, 93.43, 54
349, 11.81, 93.43, 54
350, 51.94, 93.43, 54
351, 40.5, 93.43, 54
352, 21.43, 93.43, 54
353, 28.12, 93.43, 54
354, 11.3, 93.43, 54
355, 17.06, 93.43, 54
356, 18.94, 93.43, 54
357, 12.08, 93.43, 54
358, 2.88, 93.43, 54
359, 8.09, 93.43, 54
360, 19.77, 93.43, 54
361, 10.4, 93.43, 54
362, 24.2, 93.43, 54
363, 13.94, 93.43, 54
364, 24.68, 93.43, 54
365, 4.33, 93.43, 54
366, 3.1, 93.43, 54
367, 32.65, 93.43, 54
368, 9.33, 93.43, 54
369, 55.21, 93.43, 54
370, 0, 93.43, 54
371, 2.32, 93.43, 54
372, 75.85, 93.43, 54
373, 9.17, 93.43, 54
374, 27.7, 93.43, 54
375, 17.83, 93.43, 54
376, 5.1, 93.43, 54
377, 25.31, 93.43, 54
378, 16.53, 93.43, 54
379, 4.53, 93.43, 54
380, 13.84, 93.43, 54
381, 9.12, 93.43, 54
382, 5.52, 93.43, 54
383, 5.22, 93.43, 54
384, 46.77, 93.43, 54
385, 16.23, 93.43, 54
386, 9.44, 93.43, 54
387, 51.45, 93.43, 54
388, 20.64, 93.43, 54
389, 36.12, 93.43, 54
390, 26.63, 93.43, 54
391, 24.46, 93.43, 54
392, 48.87, 93.43, 54
393, 89.44, 93.43, 54
394, -0.53, 93.43, 54
395, 10.98, 93.43, 54
396, 10.59, 93.43, 54
397, 16.49, 93.43, 54
398, 2.8, 93.43, 54
399, 39.42, 93.43, 54
400, 0.73, 93.43, 54
401, 15.08, 93.43, 54
402, 1.12, 93.43, 54
403, 5.03, 93.43, 54
404, 35.12, 93.43, 54
405, 11.89, 93.43, 54
406, 78.16, 93.43, 54
407, 20.07, 93.43, 54
408, 19.66, 93.43, 54
409, 14.77, 93.43, 54
410, 5.61, 93.43, 54
411, 53.55, 93.43, 54
412, 21.19, 93.43, 54
413, 3.71, 93.43, 54
414, 12.15, 93.43, 54
415, 21.94, 93.43, 54
416, 36.02, 93.43, 54
417, 3.85, 93.43, 54
418, 19.14, 93.43, 54
419, 8.17, 93.43, 54
420, 30.89, 93.43, 54
421, 2.46, 93.43, 54
422, 45.86, 93.43, 54
423, 21.01, 93.43, 54
424, 6.14, 93.43, 54
425, 48.51, 93.43, 54
426, 44.93, 93.43, 54
427, 0.82, 93.43, 54
428, 9.85, 93.43, 54
429, 21.18, 93.43, 54
430, 3.44, 93.43, 54
431, 10.66, 93.43, 54
432, 6.08, 93.43, 54
433, 70.06, 93.43, 54
434, 68.8, 93.43, 54
435, 6.17, 93.43, 54
436, 2.24, 93.43, 54
437, 55.65, 93.43, 54
438, 37.93, 93.43, 54
439, 7.95, 93.43, 54
440, 75.12, 93.43, 54
441, 12.29, 93.43, 54
442, 2.1, 93.43, 54
443, 35.5, 93.43, 54
444, 41.7, 93.43, 54
445, 19.22, 93.43, 54
446, 3.67, 93.43, 54
447, 16.95, 93.43, 54
448, 14.95, 93.43, 54
449, 18.55, 93.43, 54
450, 12.82, 93.43, 54
451, 19.2, 93.43, 54
452, -0.01, 93.43, 54
453, 26.82, 93.43, 54
454, 9.97, 93.43, 54
455, -2.62, 93.43, 54
456, 2.41, 93.43, 54
457, 7.18, 93.43, 54
458, 0, 93.43, 54
459, 9.31, 93.43, 54
460, 67.11, 93.43, 54
461, 0.09, 93.43, 54
462, 14.46, 93.43, 54
463, 17.23, 93.43, 54
464, 69.06, 93.43, 54
465, 3.94, 93.43, 54
466, 0, 93.43, 54
467, 11.69, 93.43, 54
468, 16.3, 93.43, 54
469, 2.37, 93.43, 54
470, 39.56, 93.43, 54
471, -2.73, 93.43, 54
472, 28.14, 93.43, 54
473, 58.02, 93.43, 54
474, 3.32, 93.43, 54
475, 23.29, 93.43, 54
476, 3.67, 93.43, 54
477, 12.47, 93.43, 54
478, 16, 93.43, 54
479, 58.37, 93.43, 54
480, 3.65, 93.43, 54
481, 2.57, 93.43, 54
482, 42.9, 93.43, 54
483, 8.59, 93.43, 54
484, 2.77, 93.43, 54
485, 40.58, 93.43, 54
486, 82.51, 93.43, 54
487, 7.16, 93.43, 54
488, 22.34, 93.43, 54
489, 2.24, 93.43, 54
490, 33.2, 93.43, 54
491, 64.31, 93.43, 54
492, 0.57, 93.43, 54
493, 35.09, 93.43, 54
494, 42.22, 93.43, 54
495, 1.44, 93.43, 54
496, 16.78, 93.43, 54
497, 48.91, 93.43, 54
498, 69.65, 93.43, 54
499, 11.87, 93.43, 54
500, 54.77, 93.43, 54
501, 58.44, 93.43, 54
502, 5.46, 93.43, 54
503, 5.2, 93.43, 54
504, 28.46, 93.43, 54
505, 21.28, 93.43, 54
506, 25.97, 93.43, 54
507, 20.91, 93.43, 54
508, 2.01, 93.43, 54
509, 20.11, 93.43, 54
510, 29, 93.43, 54
511, 12.72, 93.43, 54
512, 17.92, 93.43, 54
513, 55.13, 93.43, 54
514, -0.05, 93.43, 54
515, 28.89, 93.43, 54
516, -0.95, 93.43, 54
517, 4.19, 93.43, 54
518, 0, 93.43, 54
519, 31.44, 93.43, 54
520, 65.47, 93.43, 54
521, 8.64, 93.43, 54
522, 21.09, 93.43, 54
523, 71.08, 93.43, 54
524, 21.19, 93.43, 54
525, 18.94, 93.43, 54
526, -0.13, 93.43, 54
527, 31.65, 93.43, 54
528, -1.21, 93.43, 54
529, 36.03, 93.43, 54
530, 13.67, 93.43, 54
531, 4.99, 93.43, 54
532, 47.1, 93.43, 54
533, 8.21, 93.43, 54
534, 29.89, 93.43, 54
535, 11.08, 93.43, 54
536, 4.08, 93.43, 54
537, 5.45, 93.43, 54
538, 30.59, 93.43, 54
539, 64.51, 93.43, 54
540, 2.43, 93.43, 54
541, 49.92, 93.43, 54
542, 47.02, 93.43, 54
543, 79.71, 93.43, 54
544, 29.87, 93.43, 54
545, 46.51, 93.43, 54
546, 25.63, 93.43, 54
547, 3.74, 93.43, 54
548, 39.5, 93.43, 54
549, 18.32, 93.43, 54
550, 61.08, 93.43, 54
551, 9.29, 93.43, 54
552, 8.8, 93.43, 54
553, 79.62, 93.43, 54
554, 24.39, 93.43, 54
555, 45.43, 93.43, 54
556, 37.05, 93.43, 54
557, 2.95, 93.43, 54
558, 2.33, 93.43, 54
559, 2.73, 93.43, 54
560, 35.18, 93.43, 54
561, 6.63, 93.43, 54
562, 64.7, 93.43, 54
563, 12.18, 93.43, 54
564, 10.02, 93.43, 54
565, 9.53, 93.43, 54
566, 8.52, 93.43, 54
567, 85.07, 93.43, 54
568, 18.57, 93.43, 54
569, 5.81, 93.43, 54
570, 74.43, 93.43, 54
571, 6.28, 93.43, 54
572, 11.71, 93.43, 54
573, 82.65, 93.43, 54
574, 12.15, 93.43, 54
575, 33.67, 93.43, 54
576, 1.5, 93.43, 54
577, 8.33, 93.43, 54
578, 1.49, 93.43, 54
579, 42.45, 93.43, 54
580, 30.21, 93.43, 54
581, 20.06, 93.43, 54
582, 47.02, 93.43, 54
583, 35.49, 93.43, 54
584, 14.16, 93.43, 54
585, 31.46, 93.43, 54
586, 6.57, 93.43, 54
587, 21.87, 93.43, 54
588, 5.47, 93.43, 54
589, 20.49, 93.43, 54
590, 2.22, 93.43, 54
591, 77.47, 93.43, 54
592, 2.75, 93.43, 54
593, 7.5, 93.43, 54
594, 28.45, 93.43, 54
595, 49.12, 93.43, 54
596, 25.59, 93.43, 54
597, -0.2, 93.43, 54
598, 28.86, 93.43, 54
599, 4.61, 93.43, 54
600, 4.61, 93.43, 54
601, 1.51, 93.43, 54
602, 0.2, 93.43, 54
603, 14.1, 93.43, 54
604, 35.43, 93.43, 54
605, 0.44, 93.43, 54
606, 11.82, 93.43, 54
607, 40.92, 93.43, 54
608, 47.28, 93.43, 54
609, -0.42, 93.43, 54
610, 25.53, 93.43, 54
611, 2.62, 93.43, 54
612, 28.03, 93.43, 54
613, 16.27, 93.43, 54
614, 10.77, 93.43, 54
615, 12.38, 93.43, 54
616, 23.36, 93.43, 54
617, 0, 93.43, 54
618, 28.46, 93.43, 54
619, 20.87, 93.43, 54
620, 2.43, 93.43, 54
621, 0.75, 93.43, 54
622, 36.27, 93.43, 54
623, 32.12, 93.43, 54
624, 20.8, 93.43, 54
625, 24.44, 93.43, 54
626, 44.42, 93.43, 54
627, 10.98, 93.43, 54
628, 12.34, 93.43, 54
629, 18.07, 93.43, 54
630, 43.07, 93.43, 54
631, 4.95, 93.43, 54
632, 10.84, 93.43, 54
633, 3.16, 93.43, 54
634, 18.48, 93.43, 54
635, 33.87, 93.43, 54
636, 59.06, 93.43, 54
637, 64.61, 93.43, 54
638, 19.66, 93.43, 54
639, 34.02, 93.43, 54
640, 72, 93.43, 54
641, 23.97, 93.43, 54
642, 44.91, 93.43, 54
643, 14.25, 93.43, 54
644, 41.22, 93.43, 54
645, 3.03, 93.43, 54
646, 7.38, 93.43, 54
647, 12, 93.43, 54
648, 76.92, 93.43, 54
649, 64.73, 93.43, 54
650, 39.81, 93.43, 54
651, 36.81, 93.43, 54
652, 34.68, 93.43, 54
653, 5.13, 93.43, 54
654, 37.29, 93.43, 54
655, 20.38, 93.43, 54
656, 3.69, 93.43, 54
657, 36.02, 93.43, 54
658, 66.95, 93.43, 54
659, 39.41, 93.43, 54
660, 82.3, 93.43, 54
661, 35.06, 93.43, 54
662, 5.97, 93.43, 54
663, 20.73, 93.43, 54
664, 13.86, 93.43, 54
665, 0, 93.43, 54
666, 29.84, 93.43, 54
667, 15.99, 93.43, 54
668, 25.16, 93.43, 54
669, 17.89, 93.43, 54
670, 35.5, 93.43, 54
671, 15.77, 93.43, 54
672, 1.47, 93.43, 54
673, 6.6, 93.43, 54
674, -1.66, 93.43, 54
675, 2.91, 93.43, 54
676, 3.41, 93.43, 54
677, 69.4, 93.43, 54
678, 0.6, 93.43, 54
679, -0.74, 93.43, 54
680, 38.99, 93.43, 54
681, 70.68, 93.43, 54
682, 29.33, 93.43, 54
683, 8.09, 93.43, 54
684, 5.52, 93.43, 54
685, 50.17, 93.43, 54
686, 4.96, 93.43, 54
687, 37.19, 93.43, 54
688, 3.14, 93.43, 54
689, 60.88, 93.43, 54
690, 27.31, 93.43, 54
691, 12.68, 93.43, 54
692, 21.88, 93.43, 54
693, 17.98, 93.43, 54
694, 0.85, 93.43, 54
695, -1.63, 93.43, 54
696, 17.71, 93.43, 54
697, 5.39, 93.43, 54
698, 48.04, 93.43, 54
699, 28.63, 93.43, 54
700, 37.29, 93.43, 54
701, 59.26, 93.43, 54
702, 56.83, 93.43, 54
703, 79.51, 93.43, 54
704, 8, 93.43, 54
705, 0, 93.43, 54
706, 4.26, 93.43, 54
707, 0.65, 93.43, 54
708, 6.68, 93.43, 54
709, 2.71, 93.43, 54
710, 53.35, 93.43, 54
711, 17.04, 93.43, 54
712, 18.89, 93.43, 54
713, 9.46, 93.43, 54
714, 51.29, 93.43, 54
715, 34.17, 93.43, 54
716, 9.62, 93.43, 54
717, 14.24, 93.43, 54
718, 39.26, 93.43, 54
719, 41.35, 93.43, 54
720, 63.21, 93.43, 54
721, -0.37, 93.43, 54
722, 0.76, 93.43, 54
723, 64.34, 93.43, 54
724, 42.23, 93.43, 54
725, 35.78, 93.43, 54
726, 2.3, 93.43, 54
727, -0.81, 93.43, 54
728, 7, 93.43, 54
729, 40.27, 93.43, 54
730, 15.48, 93.43, 54
731, 8.7, 93.43, 54
732, 2.17, 93.43, 54
733, 1.33, 93.43, 54
734, 56.08, 93.43, 54
735, 18.86, 93.43, 54
736, 47.55, 93.43, 54
737, 13.25, 93.43, 54
738, 30.46, 93.43, 54
739, 17.14, 93.43, 54
740, 6.02, 93.43, 54
741, 3.91, 93.43, 54
742, 0.14, 93.43, 54
743, 10.61, 93.43, 54
744, 5.75, 93.43, 54
745, 3.73, 93.43, 54
746, 1.69, 93.43, 54
747, 6.51, 93.43, 54
748, 30.25, 93.43, 54
749, 24.12, 93.43, 54
750, 42.73, 93.43, 54
751, -0.04, 93.43, 54
752, 0, 93.43, 54
753, 14.21, 93.43, 54
754, 2.7, 93.43, 54
755, 48.97, 93.43, 54
756, 18.22, 93.43, 54
757, 61.92, 93.43, 54
758, 1.54, 93.43, 54
759, 16.35, 93.43, 54
760, 2.18, 93.43, 54
761, 10.62, 93.43, 54
762, 3.88, 93.43, 54
763, 52.47, 93.43, 54
764, 53.32, 93.43, 54
765, 5.5, 93.43, 54
766, 26.52, 93.43, 54
767, 25.34, 93.43, 54
768, 10.89, 93.43, 54
769, 3.04, 93.43, 54
770, 5.61, 93.43, 54
771, 1.6, 93.43, 54
772, 3.69, 93.43, 54
773, 20.54, 93.43, 54
774, 43.68, 93.43, 54
775, 1.43, 93.43, 54
776, 2.16, 93.43, 54
777, 49.26, 93.43, 54
778, 61.7, 93.43, 54
779, 9.44, 93.43, 54
780, 3.14, 93.43, 54
781, 11.75, 93.43, 54
782, 37.92, 93.43, 54
783, 0.7, 93.43, 54
784, 14.53, 93.43, 54
785, 34.97, 93.43, 54
786, 9.17, 93.43, 54
787, 8.85, 93.43, 54
788, 91.45, 93.43, 54
789, -3.3, 93.43, 54
790, 69.48, 93.43, 54
791, 9.43, 93.43, 54
792, 0.83, 93.43, 54
793, 52.26, 93.43, 54
794, 47.96, 93.43, 54
795, 34.5, 93.43, 54
796, 30.77, 93.43, 54
797, 8.24, 93.43, 54
798, 55.75, 93.43, 54
799, 3.29, 93.43, 54
800, 37.5, 93.43, 54
801, 5.56, 93.43, 54
802, 26.99, 93.43, 54
803, 2.7, 93.43, 54
804, 33.47, 93.43, 54
805, 46.29, 93.43, 54
806, 6.95, 93.43, 54
807, 9.6, 93.43, 54
808, 10.23, 93.43, 54
809, 24.76, 93.43, 54
810, 23.94, 93.43, 54
811, 65.54, 93.43, 54
812, 1.07, 93.43, 54
813, 16.79, 93.43, 54
814, 9.94, 93.43, 54
815, 7.03, 93.43, 54
816, 31.11, 93.43, 54
817, 20.77, 93.43, 54
818, 5.51, 93.43, 54
819, 5.55, 93.43, 54
820, 0.95, 93.43, 54
821, 10, 93.43, 54
822, 0.95, 93.43, 54
823, 20, 93.43, 54
824, 10.24, 93.43, 54
825, 22.09, 93.43, 54
826, 11.66, 93.43, 54
827, -0.13, 93.43, 54
828, -0.56, 93.43, 54
829, 27.96, 93.43, 54
830, -1.12, 93.43, 54
831, 23.3, 93.43, 54
832, 46.4, 93.43, 54
833, 42.48, 93.43, 54
834, 20.18, 93.43, 54
835, 13.18, 93.43, 54
836, 18.16, 93.43, 54
837, 54.49, 93.43, 54
838, 35.21, 93.43, 54
839, 19.54, 93.43, 54
840, 39.08, 93.43, 54
841, 5.7, 93.43, 54
842, 9.6, 93.43, 54
843, 37.08, 93.43, 54
844, 6.03, 93.43, 54
845, 42.28, 93.43, 54
846, 13.66, 93.43, 54
847, 42.17, 93.43, 54
848, 10.32, 93.43, 54
849, 10.98, 93.43, 54
850, 20.06, 93.43, 54
851, 7.56, 93.43, 54
852, 33.37, 93.43, 54
853, 67.32, 93.43, 54
854, 11.88, 93.43, 54
855, 14.47, 93.43, 54
856, 1.09, 93.43, 54
857, 4.74, 93.43, 54
858, 21.36, 93.43, 54
859, 6.99, 93.43, 54
860, 17.75, 93.43, 54
861, 8.77, 93.43, 54
862, 6.01, 93.43, 54
863, 3.39, 93.43, 54
864, 13.65, 93.43, 54
865, 7.2, 93.43, 54
866, 2.56, 93.43, 54
867, 0.79, 93.43, 54
868, 3.08, 93.43, 54
869, 45.89, 93.43, 54
870, 24.01, 93.43, 54
871, 0.54, 93.43, 54
872, 41.77, 93.43, 54
873, 57.35, 93.43, 54
874, 31.11, 93.43, 54
875, 9.31, 93.43, 54
876, 7.95, 93.43, 54
877, 2.01, 93.43, 54
878, 72.31, 93.43, 54
879, 26.25, 93.43, 54
880, 9.74, 93.43, 54
881, 25.4, 93.43, 54
882, 23.2, 93.43, 54
883, 42.17, 93.43, 54
884, 85.85, 93.43, 54
885, 66.5, 93.43, 54
886, 21.12, 93.43, 54
887, 22.06, 93.43, 54
888, 0.6, 93.43, 54
889, 56.48, 93.43, 54
890, 25.05, 93.43, 54
891, 20.72, 93.43, 54
892, 2.43, 93.43, 54
893, -1.49, 93.43, 54
894, 0.88, 93.43, 54
895, 20.18, 93.43, 54
896, 8.04, 93.43, 54
897, 20.73, 93.43, 54
898, 20.99, 93.43, 54
899, 7.65, 93.43, 54
900, 24.79, 93.43, 54
901, 55.95, 93.43, 54
902, 54.04, 93.43, 54
903, 38.43, 93.43, 54
904, 23.5, 93.43, 54
905, 61.11, 93.43, 54
906, -0, 93.43, 54
907, 34.57, 93.43, 54
908, 40.88, 93.43, 54
909, 20.04, 93.43, 54
910, 0, 93.43, 54
911, 12.6, 93.43, 54
912, 9.84, 93.43, 54
913, 10.21, 93.43, 54
914, 71.04, 93.43, 54
915, 25.66, 93.43, 54
916, 40.45, 93.43, 54
917, 2.41, 93.43, 54
918, -1.04, 93.43, 54
919, 1.29, 93.43, 54
920, 18.72, 93.43, 54
921, 24.61, 93.43, 54
922, 5.92, 93.43, 54
923, 1.96, 93.43, 54
924, 6.35, 93.43, 54
925, 48.86, 93.43, 54
926, 7.2, 93.43, 54
927, 7.69, 93.43, 54
928, 8.41, 93.43, 54
929, 4.22, 93.43, 54
930, 13.25, 93.43, 54
931, 39.02, 93.43, 54
