Candidate Index, Candidate Value, Current Best Candidate Value, Current Best Candidate Index
130, 66.51, 81.31, 119
131, 57.5, 81.31, 119
132, 0.54, 81.31, 119
133, 17.84, 81.31, 119
134, 0.78, 81.31, 119
135, 9.21, 81.31, 119
136, 44.52, 81.31, 119
137, 65.14, 81.31, 119
138, 84.67, 84.67, 138
139, 8.62, 84.67, 138
140, 9.93, 84.67, 138
141, 56.98, 84.67, 138
142, 48.91, 84.67, 138
143, 36.57, 84.67, 138
144, 46.93, 84.67, 138
145, 26.39, 84.67, 138
146, 9.9, 84.67, 138
147, -1.38, 84.67, 138
148, 65.07, 84.67, 138
149, 13.1, 84.67, 138
150, 28.77, 84.67, 138
151, -0.49, 84.67, 138
152, 11.77, 84.67, 138
153, 36.41, 84.67, 138
154, 10.07, 84.67, 138
155, 20.13, 84.67, 138
156, 24.73, 84.67, 138
157, 16.44, 84.67, 138
158, 10.4, 84.67, 138
159, 35.58, 84.67, 138
160, 55.5, 84.67, 138
161, 0.59, 84.67, 138
162, 17.31, 84.67, 138
163, 26.06, 84.67, 138
164, 37.55, 84.67, 138
165, 87.36, 87.36, 165
166, 6.35, 87.36, 165
167, 40.19, 87.36, 165
168, 37.31, 87.36, 165
169, 47.26, 87.36, 165
170, 78.17, 87.36, 165
171, 12.34, 87.36, 165
172, 31.01, 87.36, 165
173, 4.73, 87.36, 165
174, 40.25, 87.36, 165
175, 16.89, 87.36, 165
176, 0.06, 87.36, 165
177, 39.11, 87.36, 165
178, 1.76, 87.36, 165
179, 35.54, 87.36, 165
180, 3.52, 87.36, 165
181, 89.47, 89.47, 181
182, 12.09, 89.47, 181
183, 15.61, 89.47, 181
184, 6.86, 89.47, 181
185, 11.82, 89.47, 181
186, 48.28, 89.47, 181
187, 36.95, 89.47, 181
188, 7.11, 89.47, 181
189, -0.16, 89.47, 181
190, 24.09, 89.47, 181
191, 81.21, 89.47, 181
192, 9.91, 89.47, 181
193, 40.92, 89.47, 181
194, 45.9, 89.47, 181
195, 31.9, 89.47, 181
196, 19.73, 89.47, 181
197, 46.87, 89.47, 181
198, 26.78, 89.47, 181
199, 2.15, 89.47, 181
200, 48.23, 89.47, 181
201, 47.26, 89.47, 181
202, 13.38, 89.47, 181
203, 0.04, 89.47, 181
204, 32.04, 89.47, 181
205, 22.14, 89.47, 181
206, 45.59, 89.47, 181
207, 15.93, 89.47, 181
208, 17.29, 89.47, 181
209, 50.39, 89.47, 181
210, -0.72, 89.47, 181
211, 16.1, 89.47, 181
212, 3.07, 89.47, 181
213, 56.72, 89.47, 181
214, 18.2, 89.47, 181
215, 0.03, 89.47, 181
216, 80, 89.47, 181
217, 21.17, 89.47, 181
218, 0.31, 89.47, 181
219, 1.05, 89.47, 181
220, 20.6, 89.47, 181
221, 85.55, 89.47, 181
222, 45.17, 89.47, 181
223, 32.94, 89.47, 181
224, 49.24, 89.47, 181
225, 52.11, 89.47, 181
226, 26.85, 89.47, 181
227, 1.39, 89.47, 181
228, 6.93, 89.47, 181
229, 27.2, 89.47, 181
230, 8.87, 89.47, 181
231, 69.04, 89.47, 181
232, 11.56, 89.47, 181
233, 5.42, 89.47, 181
234, -2.89, 89.47, 181
235, 4.77, 89.47, 181
236, 43.31, 89.47, 181
237, 11.31, 89.47, 181
238, 16.41, 89.47, 181
239, 9.32, 89.47, 181
240, 5.98, 89.47, 181
241, 3.63, 89.47, 181
242, 13.53, 89.47, 181
243, 19.41, 89.47, 181
244, 7.08, 89.47, 181
245, 15.55, 89.47, 181
246, 27.97, 89.47, 181
247, 75.75, 89.47, 181
248, -3.7, 89.47, 181
249, 10.31, 89.47, 181
250, 4.9, 89.47, 181
251, 53.17, 89.47, 181
252, 21.96, 89.47, 181
253, -0.22, 89.47, 181
254, 75.5, 89.47, 181
255, 1.92, 89.47, 181
256, 28.67, 89.47, 181
257, 11.25, 89.47, 181
258, 5.91, 89.47, 181
259, -0.19, 89.47, 181
260, 25.51, 89.47, 181
261, 17.37, 89.47, 181
262, 40.36, 89.47, 181
263, 11.45, 89.47, 181
264, 33.06, 89.47, 181
265, 7.42, 89.47, 181
266, 8.8, 89.47, 181
267, 46.27, 89.47, 181
268, 10.06, 89.47, 181
269, 35.18, 89.47, 181
270, 2.88, 89.47, 181
271, 0.44, 89.47, 181
272, -3.1, 89.47, 181
273, 1.22, 89.47, 181
274, 2.93, 89.47, 181
275, 44.55, 89.47, 181
276, 2.49, 89.47, 181
277, 37.83, 89.47, 181
278, 8.69, 89.47, 181
279, 9.78, 89.47, 181
280, 69.64, 89.47, 181
281, 16.24, 89.47, 181
282, 37.34, 89.47, 181
283, 3.73, 89.47, 181
284, 2, 89.47, 181
285, 68.88, 89.47, 181
286, 25.87, 89.47, 181
287, 8.37, 89.47, 181
288, 17.98, 89.47, 181
289, 70.22, 89.47, 181
290, 47.37, 89.47, 181
291, 0.48, 89.47, 181
292, 43.37, 89.47, 181
293, 8.39, 89.47, 181
294, 12.94, 89.47, 181
295, 13.69, 89.47, 181
296, 4.26, 89.47, 181
297, 14.24, 89.47, 181
298, 3.61, 89.47, 181
299, 11.17, 89.47, 181
300, 30.32, 89.47, 181
301, 1.86, 89.47, 181
302, 61.15, 89.47, 181
303, 2.94, 89.47, 181
304, 8.67, 89.47, 181
305, 82.65, 89.47, 181
306, 33.75, 89.47, 181
307, 19.86, 89.47, 181
308, 21.12, 89.47, 181
309, 61.62, 89.47, 181
310, 2.38, 89.47, 181
311, 4.3, 89.47, 181
312, 29.93, 89.47, 181
313, 9.86, 89.47, 181
314, 6.29, 89.47, 181
315, 32.31, 89.47, 181
316, 46.06, 89.47, 181
317, 32.93, 89.47, 181
318, 0.9, 89.47, 181
319, 27.12, 89.47, 181
320, 9.16, 89.47, 181
321, 31.39, 89.47, 181
322, 6.17, 89.47, 181
323, 37.14, 89.47, 181
324, 9.77, 89.47, 181
325, 34.1, 89.47, 181
326, 14.03, 89.47, 181
327, 0.56, 89.47, 181
328, 0.72, 89.47, 181
329, 6.58, 89.47, 181
330, 30.35, 89.47, 181
331, 7.22, 89.47, 181
332, 7.53, 89.47, 181
333, 2.52, 89.47, 181
334, 88.87, 89.47, 181
335, -1.35, 89.47, 181
336, 78.26, 89.47, 181
337, 45.26, 89.47, 181
338, 20.25, 89.47, 181
339, 3.98, 89.47, 181
340, 71.52, 89.47, 181
341, 59.48, 89.47, 181
342, 24.95, 89.47, 181
343, 13.28, 89.47, 181
344, 10.46, 89.47, 181
345, 0.52, 89.47, 181
346, 10.99, 89.47, 181
347, 18.12, 89.47, 181
348, 2.81, 89.47, 181
349, 0.88, 89.47, 181
350, 4.85, 89.47, 181
351, 35.85, 89.47, 181
352, 16.09, 89.47, 181
353, 29.17, 89.47, 181
354, 7.3, 89.47, 181
355, 20.99, 89.47, 181
356, 8.21, 89.47, 181
357, 11.48, 89.47, 181
358, 5.22, 89.47, 181
359, 35.2, 89.47, 181
360, 48.06, 89.47, 181
361, 52.4, 89.47, 181
362, 70.57, 89.47, 181
363, 68.68, 89.47, 181
364, 1.58, 89.47, 181
365, 10.05, 89.47, 181
366, 1.1, 89.47, 181
367, 68.86, 89.47, 181
368, 25.24, 89.47, 181
369, 23.78, 89.47, 181
370, 0.09, 89.47, 181
371, 13.72, 89.47, 181
372, 39.24, 89.47, 181
373, 21.57, 89.47, 181
374, 74.77, 89.47, 181
375, 13.91, 89.47, 181
376, 2.69, 89.47, 181
377, 18.55, 89.47, 181
378, 4.5, 89.47, 181
379, 18.93, 89.47, 181
380, 86.1, 89.47, 181
381, -3.09, 89.47, 181
382, 5.79, 89.47, 181
383, 18.87, 89.47, 181
384, 5.6, 89.47, 181
385, 56.81, 89.47, 181
386, 2.89, 89.47, 181
387, 41.55, 89.47, 181
388, 12.26, 89.47, 181
389, -0.52, 89.47, 181
390, 12.56, 89.47, 181
391, 45.55, 89.47, 181
392, 4.67, 89.47, 181
393, 75.01, 89.47, 181
394, 29.95, 89.47, 181
395, 23.65, 89.47, 181
396, 16.66, 89.47, 181
397, 7.88, 89.47, 181
398, -2.12, 89.47, 181
399, 6.58, 89.47, 181
400, 16.41, 89.47, 181
401, 16.02, 89.47, 181
402, 4.45, 89.47, 181
403, 1.01, 89.47, 181
404, 43.94, 89.47, 181
405, -0.18, 89.47, 181
406, 0.89, 89.47, 181
407, -1.84, 89.47, 181
408, 0.72, 89.47, 181
409, 0.46, 89.47, 181
410, 18.25, 89.47, 181
411, 62.94, 89.47, 181
412, 6.68, 89.47, 181
413, 4.76, 89.47, 181
414, 29.46, 89.47, 181
415, 0.57, 89.47, 181
416, 0.29, 89.47, 181
417, -0.06, 89.47, 181
418, 36.26, 89.47, 181
419, 17.05, 89.47, 181
420, 74.6, 89.47, 181
421, 14.53, 89.47, 181
422, 8.48, 89.47, 181
423, 36.31, 89.47, 181
424, 12.82, 89.47, 181
425, 5.85, 89.47, 181
426, 3.36, 89.47, 181
427, 64.06, 89.47, 181
428, 54.06, 89.47, 181
429, 9.26, 89.47, 181
430, 4.1, 89.47, 181
431, 3.76, 89.47, 181
432, 0.13, 89.47, 181
433, 0.42, 89.47, 181
434, 4.36, 89.47, 181
435, 40.23, 89.47, 181
436, 1.62, 89.47, 181
437, 10.48, 89.47, 181
438, 0.54, 89.47, 181
439, 22.1, 89.47, 181
440, 6.81, 89.47, 181
441, 11.15, 89.47, 181
442, 1.77, 89.47, 181
443, 57, 89.47, 181
444, 22.75, 89.47, 181
445, 18.4, 89.47, 181
446, 0, 89.47, 181
447, 2.43, 89.47, 181
448, 4.35, 89.47, 181
449, 27.3, 89.47, 181
450, 3.82, 89.47, 181
451, 28.92, 89.47, 181
452, 3.13, 89.47, 181
453, 35.22, 89.47, 181
454, 35.16, 89.47, 181
455, 29.04, 89.47, 181
456, 14.65, 89.47, 181
457, 6.85, 89.47, 181
458, 31.39, 89.47, 181
459, 7.76, 89.47, 181
460, 3.63, 89.47, 181
461, 46.14, 89.47, 181
462, 22.59, 89.47, 181
463, 3.62, 89.47, 181
464, 0.47, 89.47, 181
465, 19.92, 89.47, 181
466, 21.5, 89.47, 181
467, 56.3, 89.47, 181
468, 5.36, 89.47, 181
469, 59.88, 89.47, 181
470, 44.25, 89.47, 181
471, 1.24, 89.47, 181
472, 82.59, 89.47, 181
473, 54.32, 89.47, 181
474, 72.88, 89.47, 181
475, 36.68, 89.47, 181
476, 18.58, 89.47, 181
477, 0, 89.47, 181
478, 37.29, 89.47, 181
479, 10.42, 89.47, 181
480, 35.11, 89.47, 181
481, 44.84, 89.47, 181
482, 7.9, 89.47, 181
483, 23.39, 89.47, 181
484, 22.13, 89.47, 181
485, 6.16, 89.47, 181
486, 67.75, 89.47, 181
487, 24.68, 89.47, 181
488, -0.33, 89.47, 181
489, 56.27, 89.47, 181
490, 44.38, 89.47, 181
491, 2.28, 89.47, 181
492, 4.9, 89.47, 181
493, 54.09, 89.47, 181
494, 53.26, 89.47, 181
495, 5.18, 89.47, 181
496, 0.47, 89.47, 181
497, 14.83, 89.47, 181
498, 1.57, 89.47, 181
499, 59.15, 89.47, 181
500, 14.32, 89.47, 181
501, 43.26, 89.47, 181
502, 11.65, 89.47, 181
503, 3.3, 89.47, 181
504, 1.68, 89.47, 181
505, -1.71, 89.47, 181
506, 31.88, 89.47, 181
507, 0.32, 89.47, 181
508, 6.18, 89.47, 181
509, 31.44, 89.47, 181
510, 24.67, 89.47, 181
511, 1.22, 89.47, 181
512, 10.35, 89.47, 181
513, 2.8, 89.47, 181
514, 32.64, 89.47, 181
515, 22.35, 89.47, 181
516, 7.55, 89.47, 181
517, 2.45, 89.47, 181
518, 68.3, 89.47, 181
519, 22.15, 89.47, 181
520, 35.84, 89.47, 181
521, 16.32, 89.47, 181
522, 40.83, 89.47, 181
523, -1.96, 89.47, 181
524, 75.12, 89.47, 181
525, -0.91, 89.47, 181
526, 25.37, 89.47, 181
527, 18.71, 89.47, 181
528, 60.98, 89.47, 181
529, 0, 89.47, 181
530, 2.1, 89.47, 181
531, 30.02, 89.47, 181
532, 2.3, 89.47, 181
533, 1.56, 89.47, 181
534, 31.88, 89.47, 181
535, 2.02, 89.47, 181
536, 4.5, 89.47, 181
537, 35.16, 89.47, 181
538, 6.72, 89.47, 181
539, 16.96, 89.47, 181
540, 28.43, 89.47, 181
541, 7.28, 89.47, 181
542, 26.78, 89.47, 181
543, 0.96, 89.47, 181
544, 46.82, 89.47, 181
545, 43.38, 89.47, 181
546, 20.47, 89.47, 181
547, 22.76, 89.47, 181
548, 76.61, 89.47, 181
549, 3.69, 89.47, 181
550, 34.14, 89.47, 181
551, 16.04, 89.47, 181
552, 48.49, 89.47, 181
553, 4.17, 89.47, 181
554, 1.8, 89.47, 181
555, 11.19, 89.47, 181
556, 38.02, 89.47, 181
557, 19.3, 89.47, 181
558, 17.14, 89.47, 181
559, 4.2, 89.47, 181
560, 7.23, 89.47, 181
561, 36.12, 89.47, 181
562, 5.06, 89.47, 181
563, 58.48, 89.47, 181
564, 71.75, 89.47, 181
565, 34.96, 89.47, 181
566, 1.14, 89.47, 181
567, 0, 89.47, 181
568, 19, 89.47, 181
569, 16.98, 89.47, 181
570, 56.58, 89.47, 181
571, 32.23, 89.47, 181
572, 1.99, 89.47, 181
573, 28.39, 89.47, 181
574, 3.12, 89.47, 181
575, 0.59, 89.47, 181
576, 2.93, 89.47, 181
577, 27.91, 89.47, 181
578, 4.02, 89.47, 181
579, 26.91, 89.47, 181
580, 40.4, 89.47, 181
581, 5.76, 89.47, 181
582, 37.22, 89.47, 181
583, 6.83, 89.47, 181
584, 25.64, 89.47, 181
585, 18.52, 89.47, 181
586, 1.3, 89.47, 181
587, 17.8, 89.47, 181
588, 0.9, 89.47, 181
589, 18.51, 89.47, 181
590, 3.94, 89.47, 181
591, 4.16, 89.47, 181
592, 31.23, 89.47, 181
593, 5.16, 89.47, 181
594, 10.83, 89.47, 181
595, 68.07, 89.47, 181
596, 26.97, 89.47, 181
597, 13.61, 89.47, 181
598, 26.34, 89.47, 181
599, -0.22, 89.47, 181
600, 85.18, 89.47, 181
601, -3.59, 89.47, 181
602, 18.99, 89.47, 181
603, 32.7, 89.47, 181
604, 24.77, 89.47, 181
605, 9.44, 89.47, 181
606, 8.7, 89.47, 181
607, 67.05, 89.47, 181
608, 18.52, 89.47, 181
609, 39.13, 89.47, 181
610, 0.38, 89.47, 181
611, 2.72, 89.47, 181
612, 23.41, 89.47, 181
613, 2.63, 89.47, 181
614, 20.08, 89.47, 181
615, 85.04, 89.47, 181
616, 39.32, 89.47, 181
617, 25.31, 89.47, 181
618, 1.67, 89.47, 181
619, 17.57, 89.47, 181
620, 14.98, 89.47, 181
621, 29.62, 89.47, 181
622, 52.47, 89.47, 181
623, 0.93, 89.47, 181
624, 6.38, 89.47, 181
625, 7.58, 89.47, 181
626, 0.07, 89.47, 181
627, 5.76, 89.47, 181
628, 57.78, 89.47, 181
629, 15.73, 89.47, 181
630, 2.2, 89.47, 181
631, 31.78, 89.47, 181
632, 37.7, 89.47, 181
633, 3.02, 89.47, 181
634, 14.42, 89.47, 181
635, 60.66, 89.47, 181
636, 6.76, 89.47, 181
637, 1.4, 89.47, 181
638, 26.8, 89.47, 181
639, 26.38, 89.47, 181
640, 29.59, 89.47, 181
641, 53.53, 89.47, 181
642, 53.34, 89.47, 181
643, 81.71, 89.47, 181
644, 15.04, 89.47, 181
645, 21.74, 89.47, 181
646, 43.38, 89.47, 181
647, 76.78, 89.47, 181
648, 0.28, 89.47, 181
649, 25.09, 89.47, 181
650, 38.66, 89.47, 181
651, 26.15, 89.47, 181
652, 11.43, 89.47, 181
653, 62.68, 89.47, 181
654, 20.39, 89.47, 181
655, 1.08, 89.47, 181
656, 16.99, 89.47, 181
657, 26.43, 89.47, 181
658, 1.73, 89.47, 181
659, 35.03, 89.47, 181
660, 16.75, 89.47, 181
661, -0.09, 89.47, 181
662, 7.48, 89.47, 181
663, 21.16, 89.47, 181
664, 2.5, 89.47, 181
665, 36.09, 89.47, 181
666, 1.43, 89.47, 181
667, 10.38, 89.47, 181
668, 2.95, 89.47, 181
669, 19.75, 89.47, 181
670, 79.08, 89.47, 181
671, 7.34, 89.47, 181
672, 29.79, 89.47, 181
673, 19.24, 89.47, 181
674, 4.6, 89.47, 181
675, 12.68, 89.47, 181
676, 21.57, 89.47, 181
677, 36.92, 89.47, 181
678, 29.23, 89.47, 181
679, 20.09, 89.47, 181
680, -1.8, 89.47, 181
681, 54.24, 89.47, 181
682, 22.43, 89.47, 181
683, 20.69, 89.47, 181
684, 14.8, 89.47, 181
685, 2.66, 89.47, 181
686, 51.21, 89.47, 181
687, 0.54, 89.47, 181
688, 17.1, 89.47, 181
689, 32.92, 89.47, 181
690, 0.6, 89.47, 181
691, 56.87, 89.47, 181
692, 18.53, 89.47, 181
693, 5.56, 89.47, 181
694, 33.09, 89.47, 181
695, -1.75, 89.47, 181
696, -1.38, 89.47, 181
697, 3.53, 89.47, 181
698, 3.17, 89.47, 181
699, 4.9, 89.47, 181
700, 27.33, 89.47, 181
701, -1.1, 89.47, 181
702, 38.66, 89.47, 181
703, 40.44, 89.47, 181
704, 1.22, 89.47, 181
705, 8.2, 89.47, 181
706, 52.51, 89.47, 181
707, 0.29, 89.47, 181
708, -1.1, 89.47, 181
709, 1.07, 89.47, 181
710, 11.21, 89.47, 181
711, 20.26, 89.47, 181
712, 51.32, 89.47, 181
713, 0.48, 89.47, 181
714, 8.06, 89.47, 181
715, 1.37, 89.47, 181
716, 24.17, 89.47, 181
717, 10.54, 89.47, 181
718, 33.05, 89.47, 181
719, 20.09, 89.47, 181
720, 22.06, 89.47, 181
721, 10.92, 89.47, 181
722, 17.12, 89.47, 181
723, 26.59, 89.47, 181
724, -2, 89.47, 181
725, -0.57, 89.47, 181
726, 0.41, 89.47, 181
727, 67.63, 89.47, 181
728, 13.58, 89.47, 181
729, 11.62, 89.47, 181
730, 6.3, 89.47, 181
731, 22.45, 89.47, 181
732, 3.41, 89.47, 181
733, 4.39, 89.47, 181
734, 22.55, 89.47, 181
735, -2.23, 89.47, 181
736, 0.91, 89.47, 181
737, 52.03, 89.47, 181
738, 2.24, 89.47, 181
739, 34.27, 89.47, 181
740, 58.14, 89.47, 181
741, 14.45, 89.47, 181
742, 41.9, 89.47, 181
743, 39.6, 89.47, 181
744, 20.61, 89.47, 181
745, 20.43, 89.47, 181
746, 46.07, 89.47, 181
747, 43.85, 89.47, 181
748, 57.32, 89.47, 181
749, 2.77, 89.47, 181
750, 3.27, 89.47, 181
751, 39.75, 89.47, 181
752, 19.04, 89.47, 181
753, 4.43, 89.47, 181
754, 38.62, 89.47, 181
755, 8.6, 89.47, 181
756, 11.86, 89.47, 181
757, 19.5, 89.47, 181
758, 12.96, 89.47, 181
759, 29.78, 89.47, 181
760, 12.48, 89.47, 181
761, 8.61, 89.47, 181
762, 53.11, 89.47, 181
763, 33.39, 89.47, 181
764, 7.39, 89.47, 181
765, 6.71, 89.47, 181
766, 26.54, 89.47, 181
767, 8.52, 89.47, 181
768, 70.84, 89.47, 181
769, 51.59, 89.47, 181
770, 12.8, 89.47, 181
771, -1.65, 89.47, 181
772, 30.27, 89.47, 181
773, 31.18, 89.47, 181
774, 5.91, 89.47, 181
775, 30.27, 89.47, 181
776, 12.41, 89.47, 181
777, 8.85, 89.47, 181
778, 53.51, 89.47, 181
779, 0, 89.47, 181
780, 28.72, 89.47, 181
781, 9.31, 89.47, 181
782, 13.45, 89.47, 181
783, 6.63, 89.47, 181
784, 4.58, 89.47, 181
785, 2.67, 89.47, 181
786, 17.57, 89.47, 181
787, 31.93, 89.47, 181
788, 5.21, 89.47, 181
789, 13.18, 89.47, 181
790, 36.72, 89.47, 181
791, -0.47, 89.47, 181
792, 26.99, 89.47, 181
793, 53.75, 89.47, 181
794, -4.29, 89.47, 181
795, 9.28, 89.47, 181
796, 16.05, 89.47, 181
797, 6.99, 89.47, 181
798, 17.79, 89.47, 181
799, 54.54, 89.47, 181
800, 1.62, 89.47, 181
801, 18.08, 89.47, 181
802, 28.44, 89.47, 181
803, 12.22, 89.47, 181
804, 41.92, 89.47, 181
805, 48.16, 89.47, 181
806, 1.02, 89.47, 181
807, 0, 89.47, 181
808, 40.66, 89.47, 181
809, 85.76, 89.47, 181
810, 16.65, 89.47, 181
811, 37.52, 89.47, 181
812, 27.4, 89.47, 181
813, 28.21, 89.47, 181
814, 8.41, 89.47, 181
815, 0.9, 89.47, 181
816, 8.68, 89.47, 181
817, 26.77, 89.47, 181
818, 46.61, 89.47, 181
819, 15.43, 89.47, 181
820, 1.02, 89.47, 181
821, 0.74, 89.47, 181
822, 15.83, 89.47, 181
823, 15.34, 89.47, 181
824, 17.53, 89.47, 181
825, 44.4, 89.47, 181
826, 61.57, 89.47, 181
827, 12.26, 89.47, 181
828, 51.12, 89.47, 181
829, 1.16, 89.47, 181
830, 64.35, 89.47, 181
831, 6.32, 89.47, 181
832, 23.19, 89.47, 181
833, 38.87, 89.47, 181
834, 8.11, 89.47, 181
835, 0, 89.47, 181
836, 4.77, 89.47, 181
837, 13.48, 89.47, 181
838, 5.42, 89.47, 181
839, 48.21, 89.47, 181
840, 34.43, 89.47, 181
841, 15.97, 89.47, 181
842, 24.66, 89.47, 181
843, 6.72, 89.47, 181
844, 23.07, 89.47, 181
845, 15.47, 89.47, 181
846, 2.27, 89.47, 181
847, 63.9, 89.47, 181
848, 45.2, 89.47, 181
849, 54.76, 89.47, 181
850, 0.55, 89.47, 181
851, 35.6, 89.47, 181
852, 50.1, 89.47, 181
853, 20.31, 89.47, 181
854, 41.35, 89.47, 181
855, 14.47, 89.47, 181
856, 19.71, 89.47, 181
857, 7.67, 89.47, 181
858, 23.6, 89.47, 181
859, 82.37, 89.47, 181
860, 8.55, 89.47, 181
861, 1.8, 89.47, 181
862, 49.42, 89.47, 181
863, 5.63, 89.47, 181
864, 14, 89.47, 181
865, 40.57, 89.47, 181
866, 20.3, 89.47, 181
867, 39.54, 89.47, 181
868, 2.9, 89.47, 181
869, 40.84, 89.47, 181
870, -0.38, 89.47, 181
871, 38.12, 89.47, 181
872, 13.46, 89.47, 181
873, 16.88, 89.47, 181
874, 54.58, 89.47, 181
875, 0.67, 89.47, 181
876, 0, 89.47, 181
877, 21.85, 89.47, 181
878, 34.21, 89.47, 181
879, 19.88, 89.47, 181
880, 27.46, 89.47, 181
881, 16.78, 89.47, 181
882, 11.42, 89.47, 181
883, 4.88, 89.47, 181
884, 69.58, 89.47, 181
885, 4.27, 89.47, 181
886, 1.32, 89.47, 181
887, 36.31, 89.47, 181
888, 42.12, 89.47, 181
889, 4.03, 89.47, 181
890, 5.84, 89.47, 181
891, 11.64, 89.47, 181
892, 11.94, 89.47, 181
893, 3.48, 89.47, 181
894, 5.23, 89.47, 181
895, 40.17, 89.47, 181
896, 20.34, 89.47, 181
897, 5.46, 89.47, 181
898, 41.78, 89.47, 181
899, 20.71, 89.47, 181
900, 58.55, 89.47, 181
901, 54.9, 89.47, 181
902, 43.18, 89.47, 181
903, 36.45, 89.47, 181
904, 8.49, 89.47, 181
905, 0.37, 89.47, 181
906, 44.92, 89.47, 181
907, -0.37, 89.47, 181
908, 4.72, 89.47, 181
909, 40.68, 89.47, 181
910, 31.96, 89.47, 181
911, 57.25, 89.47, 181
912, 8.63, 89.47, 181
913, 3.43, 89.47, 181
914, 16.61, 89.47, 181
915, 73.68, 89.47, 181
916, 5.63, 89.47, 181
917, 8.05, 89.47, 181
918, 24.26, 89.47, 181
919, 42.36, 89.47, 181
920, 48.81, 89.47, 181
921, 4.99, 89.47, 181
922, -1.55, 89.47, 181
923, -0.04, 89.47, 181
924, 12.02, 89.47, 181
925, 44.21, 89.47, 181
926, 5.18, 89.47, 181
927, 12.31, 89.47, 181
928, 6.24, 89.47, 181
929, 6.72, 89.47, 181
