Candidate Index, Candidate Value, Current Best Candidate Value, Current Best Candidate Index
293, 4.9, 89.34, 6
294, 8.99, 89.34, 6
295, 32.96, 89.34, 6
296, 24.76, 89.34, 6
297, 10.15, 89.34, 6
298, 34.52, 89.34, 6
299, 6.65, 89.34, 6
300, 4.41, 89.34, 6
301, 51.79, 89.34, 6
302, 35.85, 89.34, 6
303, 13.04, 89.34, 6
304, 75.66, 89.34, 6
305, 23.41, 89.34, 6
306, 2.09, 89.34, 6
307, 5.3, 89.34, 6
308, 65.18, 89.34, 6
309, 2.48, 89.34, 6
310, 0.05, 89.34, 6
311, 7.12, 89.34, 6
312, 4.79, 89.34, 6
313, 30.89, 89.34, 6
314, 5.41, 89.34, 6
315, 55, 89.34, 6
316, 6.08, 89.34, 6
317, 13.06, 89.34, 6
318, 6.8, 89.34, 6
319, 29.23, 89.34, 6
320, 19.21, 89.34, 6
321, 26.47, 89.34, 6
322, 59.79, 89.34, 6
323, 17.88, 89.34, 6
324, 28.41, 89.34, 6
325, 19.89, 89.34, 6
326, -0.37, 89.34, 6
327, 7.47, 89.34, 6
328, 8.99, 89.34, 6
329, 2.44, 89.34, 6
330, 31.01, 89.34, 6
331, -2.36, 89.34, 6
332, 8.99, 89.34, 6
333, 40.14, 89.34, 6
334, 33.83, 89.34, 6
335, 12.24, 89.34, 6
336, 3.87, 89.34, 6
337, 4.48, 89.34, 6
338, 23.47, 89.34, 6
339, 32.76, 89.34, 6
340, 11.36, 89.34, 6
341, 1.63, 89.34, 6
342, 3.3, 89.34, 6
343, 19.98, 89.34, 6
344, 14.79, 89.34, 6
345, -0.46, 89.34, 6
346, 16.7, 89.34, 6
347, 3.23, 89.34, 6
348, 68.15, 89.34, 6
349, 21.51, 89.34, 6
350, 13.94, 89.34, 6
351, -1.9, 89.34, 6
352, 16.82, 89.34, 6
353, 15.59, 89.34, 6
354, 18.89, 89.34, 6
355, 28.58, 89.34, 6
356, -1.53, 89.34, 6
357, 10.57, 89.34, 6
358, 33.71, 89.34, 6
359, 15.21, 89.34, 6
360, 12.71, 89.34, 6
361, 39.41, 89.34, 6
362, 56.86, 89.34, 6
363, 1.97, 89.34, 6
364, 47.23, 89.34, 6
365, 3.04, 89.34, 6
366, 13.48, 89.34, 6
367, 0, 89.34, 6
368, 7.22, 89.34, 6
369, 3.71, 89.34, 6
370, 3.07, 89.34, 6
371, 47.73, 89.34, 6
372, 1.07, 89.34, 6
373, 3.72, 89.34, 6
374, 60.6, 89.34, 6
375, 19.26, 89.34, 6
376, 35.03, 89.34, 6
377, 81.85, 89.34, 6
378, 1.19, 89.34, 6
379, 43.57, 89.34, 6
380, -0.51, 89.34, 6
381, 65.92, 89.34, 6
382, 29.35, 89.34, 6
383, 2.42, 89.34, 6
384, 7.59, 89.34, 6
385, -1.49, 89.34, 6
386, 5.78, 89.34, 6
387, 15.9, 89.34, 6
388, 28.42, 89.34, 6
389, 54.56, 89.34, 6
390, 2.19, 89.34, 6
391, 33.77, 89.34, 6
392, 4.43, 89.34, 6
393, 34.85, 89.34, 6
394, 9.26, 89.34, 6
395, 4.76, 89.34, 6
396, -1.38, 89.34, 6
397, 26.69, 89.34, 6
398, 1.36, 89.34, 6
399, 50.58, 89.34, 6
400, 5.04, 89.34, 6
401, 2.6, 89.34, 6
402, 4.67, 89.34, 6
403, 19, 89.34, 6
404, 41.03, 89.34, 6
405, 11.38, 89.34, 6
406, 21.88, 89.34, 6
407, 47.94, 89.34, 6
408, 67.17, 89.34, 6
409, 13.12, 89.34, 6
410, 28.51, 89.34, 6
411, 37.44, 89.34, 6
412, 69.01, 89.34, 6
413, 26.69, 89.34, 6
414, 56.42, 89.34, 6
415, 4.05, 89.34, 6
416, 1.14, 89.34, 6
417, 24.21, 89.34, 6
418, 11.7, 89.34, 6
419, 7.49, 89.34, 6
420, 3.2, 89.34, 6
421, 31.08, 89.34, 6
422, 44.89, 89.34, 6
423, 11.27, 89.34, 6
424, 38.1, 89.34, 6
425, 14.28, 89.34, 6
426, 29.61, 89.34, 6
427, 6.71, 89.34, 6
428, 1.33, 89.34, 6
429, 0.76, 89.34, 6
430, 21.97, 89.34, 6
431, 17.63, 89.34, 6
432, 3.94, 89.34, 6
433, 0.23, 89.34, 6
434, 4.75, 89.34, 6
435, 11.75, 89.34, 6
436, 48.22, 89.34, 6
437, -0.12, 89.34, 6
438, 15.1, 89.34, 6
439, -0.35, 89.34, 6
440, 1.97, 89.34, 6
441, 2.17, 89.34, 6
442, 11.44, 89.34, 6
443, 30.77, 89.34, 6
444, 15.56, 89.34, 6
445, 5.36, 89.34, 6
446, 6.93, 89.34, 6
447, 25.37, 89.34, 6
448, 5.29, 89.34, 6
449, 19.46, 89.34, 6
450, 29.29, 89.34, 6
451, 26.06, 89.34, 6
452, 16.32, 89.34, 6
453, 0.51, 89.34, 6
454, 46.77, 89.34, 6
455, 5.1, 89.34, 6
456, 0.41, 89.34, 6
457, 47.39, 89.34, 6
458, 74.25, 89.34, 6
459, 28.49, 89.34, 6
460, 39.34, 89.34, 6
461, 0.67, 89.34, 6
462, -0.42, 89.34, 6
463, 0.45, 89.34, 6
464, 2.59, 89.34, 6
465, 3.51, 89.34, 6
466, 68.03, 89.34, 6
467, 32.54, 89.34, 6
468, 1.87, 89.34, 6
469, 23.49, 89.34, 6
470, 47.94, 89.34, 6
471, -0.32, 89.34, 6
472, -2.2, 89.34, 6
473, 0.39, 89.34, 6
474, 1.61, 89.34, 6
475, 38.69, 89.34, 6
476, 58.22, 89.34, 6
477, 3.07, 89.34, 6
478, 21.84, 89.34, 6
479, 6.28, 89.34, 6
480, 3.15, 89.34, 6
481, 26.75, 89.34, 6
482, 0.02, 89.34, 6
483, 15.63, 89.34, 6
484, 11.27, 89.34, 6
485, 25.81, 89.34, 6
486, 12.37, 89.34, 6
487, 0.78, 89.34, 6
488, 13.33, 89.34, 6
489, -0.72, 89.34, 6
490, 20.86, 89.34, 6
491, 38.71, 89.34, 6
492, 8.7, 89.34, 6
493, 3.41, 89.34, 6
494, 11.77, 89.34, 6
495, 8.02, 89.34, 6
496, 31.58, 89.34, 6
497, 7.96, 89.34, 6
498, 47.07, 89.34, 6
499, 75.75, 89.34, 6
500, 21.56, 89.34, 6
501, 40.11, 89.34, 6
502, 5.04, 89.34, 6
503, 19.26, 89.34, 6
504, 6.92, 89.34, 6
505, 55.67, 89.34, 6
506, 6.79, 89.34, 6
507, 26.7, 89.34, 6
508, 7.9, 89.34, 6
509, 3.63, 89.34, 6
510, 15.2, 89.34, 6
511, 0, 89.34, 6
512, 6.99, 89.34, 6
513, 69.46, 89.34, 6
514, 26.28, 89.34, 6
515, 39.81, 89.34, 6
516, 4.08, 89.34, 6
517, 14.73, 89.34, 6
518, 7.74, 89.34, 6
519, -0.03, 89.34, 6
520, 4.33, 89.34, 6
521, 9.86, 89.34, 6
522, 29.85, 89.34, 6
523, 25.86, 89.34, 6
524, 0.56, 89.34, 6
525, 13.21, 89.34, 6
526, 17.14, 89.34, 6
527, 13.75, 89.34, 6
528, 33.48, 89.34, 6
529, 25.4, 89.34, 6
530, 7.51, 89.34, 6
531, 1.88, 89.34, 6
532, 43.64, 89.34, 6
533, 34.89, 89.34, 6
534, 2.11, 89.34, 6
535, 2.6, 89.34, 6
536, 1.24, 89.34, 6
537, 19.44, 89.34, 6
538, 42.65, 89.34, 6
539, 5.13, 89.34, 6
540, 12.13, 89.34, 6
541, 39.72, 89.34, 6
542, 22.28, 89.34, 6
543, 1.38, 89.34, 6
544, 6.13, 89.34, 6
545, 6.84, 89.34, 6
546, 13.53, 89.34, 6
547, 60.42, 89.34, 6
548, 3.02, 89.34, 6
549, 55.32, 89.34, 6
550, 49.29, 89.34, 6
551, 46.71, 89.34, 6
552, 29.51, 89.34, 6
553, 48.95, 89.34, 6
554, 24.4, 89.34, 6
555, 44.88, 89.34, 6
556, 11.64, 89.34, 6
557, 0.56, 89.34, 6
558, 36.52, 89.34, 6
559, 9.11, 89.34, 6
560, 24.32, 89.34, 6
561, 29.85, 89.34, 6
562, 6.94, 89.34, 6
563, 50.95, 89.34, 6
564, 7.28, 89.34, 6
565, 6.24, 89.34, 6
566, 4.28, 89.34, 6
567, 4.89, 89.34, 6
568, 44.12, 89.34, 6
569, 34.61, 89.34, 6
570, 16.15, 89.34, 6
571, 8.53, 89.34, 6
572, 1.75, 89.34, 6
573, 62.99, 89.34, 6
574, 6.65, 89.34, 6
575, 55.76, 89.34, 6
576, 33.83, 89.34, 6
577, 8.56, 89.34, 6
578, 3.56, 89.34, 6
579, 20.51, 89.34, 6
580, 13.95, 89.34, 6
581, 12.73, 89.34, 6
582, 33.14, 89.34, 6
583, 8.47, 89.34, 6
584, 33.17, 89.34, 6
585, 1.59, 89.34, 6
586, 63.3, 89.34, 6
587, 11.69, 89.34, 6
588, 12.22, 89.34, 6
589, 32.92, 89.34, 6
590, 0, 89.34, 6
591, 14.07, 89.34, 6
592, 55.25, 89.34, 6
593, 7.6, 89.34, 6
594, 12.05, 89.34, 6
595, 5.85, 89.34, 6
596, 35.76, 89.34, 6
597, -0.57, 89.34, 6
598, 14.34, 89.34, 6
599, 6.43, 89.34, 6
600, 12.37, 89.34, 6
601, 8.72, 89.34, 6
602, 38.81, 89.34, 6
603, 8.1, 89.34, 6
604, 2.59, 89.34, 6
605, 3.87, 89.34, 6
606, 24.72, 89.34, 6
607, 16.58, 89.34, 6
608, 3.19, 89.34, 6
609, 53.52, 89.34, 6
610, 18.36, 89.34, 6
611, 9.7, 89.34, 6
612, 24.77, 89.34, 6
613, 46.43, 89.34, 6
614, 76.58, 89.34, 6
615, 37.75, 89.34, 6
616, 49.51, 89.34, 6
617, 45.04, 89.34, 6
618, 66.59, 89.34, 6
619, 58.18, 89.34, 6
620, 0.06, 89.34, 6
621, 40.03, 89.34, 6
622, 0, 89.34, 6
623, 90.37, 90.37, 623
624, 29.13, 90.37, 623
625, 1.48, 90.37, 623
626, 37.37, 90.37, 623
627, 8.7, 90.37, 623
628, 18.01, 90.37, 623
629, 12.59, 90.37, 623
630, 1.08, 90.37, 623
631, 9.53, 90.37, 623
632, 12.04, 90.37, 623
633, 35.39, 90.37, 623
634, 46.39, 90.37, 623
635, 58.96, 90.37, 623
636, 0.32, 90.37, 623
637, 22.02, 90.37, 623
638, 0.15, 90.37, 623
639, 26.05, 90.37, 623
640, 47.86, 90.37, 623
641, 5.06, 90.37, 623
642, 54.86, 90.37, 623
643, 8.87, 90.37, 623
644, 57.43, 90.37, 623
645, 6.63, 90.37, 623
646, 7.31, 90.37, 623
647, 0.85, 90.37, 623
648, 3.55, 90.37, 623
649, 61.22, 90.37, 623
650, 9.02, 90.37, 623
651, 10.76, 90.37, 623
652, 13.75, 90.37, 623
653, 90.06, 90.37, 623
654, 54.93, 90.37, 623
655, 0, 90.37, 623
656, 70.85, 90.37, 623
657, 53.83, 90.37, 623
658, 0, 90.37, 623
659, 27.04, 90.37, 623
660, 10.42, 90.37, 623
661, 1.1, 90.37, 623
662, 4.34, 90.37, 623
663, 2.02, 90.37, 623
664, 32.32, 90.37, 623
665, 0, 90.37, 623
666, 46.72, 90.37, 623
667, 49, 90.37, 623
668, 12.06, 90.37, 623
669, 20.58, 90.37, 623
670, 33.3, 90.37, 623
671, 38.3, 90.37, 623
672, 8.32, 90.37, 623
673, 18.84, 90.37, 623
674, 12.91, 90.37, 623
675, 12.61, 90.37, 623
676, 8.02, 90.37, 623
677, 8.27, 90.37, 623
678, 2.37, 90.37, 623
679, 31.56, 90.37, 623
680, 72.3, 90.37, 623
681, 2.55, 90.37, 623
682, 11.07, 90.37, 623
683, 2.03, 90.37, 623
684, 29.97, 90.37, 623
685, 4.75, 90.37, 623
686, 54.57, 90.37, 623
687, 65.64, 90.37, 623
688, 13.74, 90.37, 623
689, 43.64, 90.37, 623
690, 7.82, 90.37, 623
691, 57.79, 90.37, 623
692, 32.17, 90.37, 623
693, 20.53, 90.37, 623
694, 16.64, 90.37, 623
695, 9.11, 90.37, 623
696, 39.15, 90.37, 623
697, 61.37, 90.37, 623
698, 1.88, 90.37, 623
699, 34.7, 90.37, 623
700, 0.4, 90.37, 623
701, 68.61, 90.37, 623
702, 45.65, 90.37, 623
703, 3.5, 90.37, 623
704, 23.26, 90.37, 623
705, 30.31, 90.37, 623
706, 6.44, 90.37, 623
707, 5.55, 90.37, 623
708, -2.81, 90.37, 623
709, 22.3, 90.37, 623
710, 5.74, 90.37, 623
711, 16.76, 90.37, 623
712, 76.16, 90.37, 623
713, 0.5, 90.37, 623
714, 5.45, 90.37, 623
715, 28.89, 90.37, 623
716, 5.21, 90.37, 623
717, 55.29, 90.37, 623
718, 1.2, 90.37, 623
719, 69.01, 90.37, 623
720, 1.34, 90.37, 623
721, 59.66, 90.37, 623
722, 13.78, 90.37, 623
723, 20.77, 90.37, 623
724, 31, 90.37, 623
725, 27.5, 90.37, 623
726, 19.67, 90.37, 623
727, 3.74, 90.37, 623
728, 23.64, 90.37, 623
729, 73.78, 90.37, 623
730, 23.99, 90.37, 623
731, 15.7, 90.37, 623
732, 77.63, 90.37, 623
733, 16.65, 90.37, 623
734, 9.94, 90.37, 623
735, 65.3, 90.37, 623
736, 61.24, 90.37, 623
737, 4.94, 90.37, 623
738, 13.03, 90.37, 623
739, 36.66, 90.37, 623
740, 10.69, 90.37, 623
741, 59.21, 90.37, 623
742, 6.08, 90.37, 623
743, 14.23, 90.37, 623
744, 31.26, 90.37, 623
745, 1.97, 90.37, 623
746, 0.16, 90.37, 623
747, 1.81, 90.37, 623
748, 31.24, 90.37, 623
749, 28.32, 90.37, 623
750, -1, 90.37, 623
751, 39.3, 90.37, 623
752, 54.83, 90.37, 623
753, 51.67, 90.37, 623
754, 20.58, 90.37, 623
755, 1.78, 90.37, 623
756, 34.43, 90.37, 623
757, 50.91, 90.37, 623
758, 31.3, 90.37, 623
759, 7.64, 90.37, 623
760, 5.61, 90.37, 623
761, 71.96, 90.37, 623
762, 41.81, 90.37, 623
763, 49.26, 90.37, 623
764, 26.32, 90.37, 623
765, 17.57, 90.37, 623
766, 15.55, 90.37, 623
767, 35.28, 90.37, 623
768, 37.52, 90.37, 623
769, 33.85, 90.37, 623
770, 53.18, 90.37, 623
771, 16.03, 90.37, 623
772, 8.75, 90.37, 623
773, 14.34, 90.37, 623
774, 10.06, 90.37, 623
775, 65.09, 90.37, 623
776, 9.95, 90.37, 623
777, -0.32, 90.37, 623
778, 35.51, 90.37, 623
779, 3.99, 90.37, 623
780, 4.94, 90.37, 623
781, 1.29, 90.37, 623
782, 58.74, 90.37, 623
783, 20.31, 90.37, 623
784, 2.11, 90.37, 623
785, 0.93, 90.37, 623
786, 65.81, 90.37, 623
787, 37.48, 90.37, 623
788, 25.12, 90.37, 623
789, 22.99, 90.37, 623
790, 11.78, 90.37, 623
791, -1.89, 90.37, 623
792, 31.23, 90.37, 623
793, 0.01, 90.37, 623
794, 24.13, 90.37, 623
795, 4.22, 90.37, 623
796, 46.02, 90.37, 623
797, 33.44, 90.37, 623
798, 23.05, 90.37, 623
799, 23.7, 90.37, 623
800, 2.08, 90.37, 623
801, 35.66, 90.37, 623
802, 13.87, 90.37, 623
803, 48.11, 90.37, 623
804, 26.61, 90.37, 623
805, 20.98, 90.37, 623
806, 7.04, 90.37, 623
807, 31.19, 90.37, 623
808, 0.03, 90.37, 623
809, 14.66, 90.37, 623
810, 53.32, 90.37, 623
811, 33.95, 90.37, 623
812, 17.55, 90.37, 623
813, 37.21, 90.37, 623
814, 24.48, 90.37, 623
815, 13.12, 90.37, 623
816, 6.11, 90.37, 623
817, 1.92, 90.37, 623
818, 13.04, 90.37, 623
819, 21.29, 90.37, 623
820, 33.72, 90.37, 623
821, 0.32, 90.37, 623
822, 13.33, 90.37, 623
823, 14.35, 90.37, 623
824, 0.32, 90.37, 623
825, 5.49, 90.37, 623
826, 9.58, 90.37, 623
827, 0.49, 90.37, 623
828, 0, 90.37, 623
829, 19.63, 90.37, 623
830, 34.36, 90.37, 623
831, 11.72, 90.37, 623
832, 4.35, 90.37, 623
833, 27.87, 90.37, 623
834, 10.31, 90.37, 623
835, 46.34, 90.37, 623
836, 0.12, 90.37, 623
837, 5.4, 90.37, 623
838, 37.22, 90.37, 623
839, 4.96, 90.37, 623
840, 23.1, 90.37, 623
841, 21.23, 90.37, 623
842, 21.37, 90.37, 623
843, 39.32, 90.37, 623
844, 53.31, 90.37, 623
845, 84.98, 90.37, 623
846, 0, 90.37, 623
847, 17.22, 90.37, 623
848, 17.06, 90.37, 623
849, 11.9, 90.37, 623
850, 28.32, 90.37, 623
851, 60.55, 90.37, 623
852, 31.2, 90.37, 623
853, 57.96, 90.37, 623
854, 53.09, 90.37, 623
855, 42.23, 90.37, 623
856, 67.14, 90.37, 623
857, 4.57, 90.37, 623
858, 8.79, 90.37, 623
859, 20.49, 90.37, 623
860, 54.59, 90.37, 623
861, 28.23, 90.37, 623
862, 25.22, 90.37, 623
863, 4.92, 90.37, 623
864, 55.9, 90.37, 623
865, 66.08, 90.37, 623
866, 13.71, 90.37, 623
867, 7.8, 90.37, 623
868, 2.89, 90.37, 623
869, 40.6, 90.37, 623
870, 71.98, 90.37, 623
871, 25.74, 90.37, 623
872, 35.96, 90.37, 623
873, -1.52, 90.37, 623
874, 8.13, 90.37, 623
875, 18.91, 90.37, 623
876, 0.18, 90.37, 623
877, 35, 90.37, 623
878, -1.18, 90.37, 623
879, 19.87, 90.37, 623
880, 26.95, 90.37, 623
881, 68.95, 90.37, 623
882, 9.26, 90.37, 623
883, 0.26, 90.37, 623
884, 48.38, 90.37, 623
885, 2.91, 90.37, 623
886, 6.45, 90.37, 623
887, 46.88, 90.37, 623
888, 33.4, 90.37, 623
889, 68.27, 90.37, 623
890, 34.92, 90.37, 623
891, 27.44, 90.37, 623
892, 9.44, 90.37, 623
893, 11.52, 90.37, 623
894, 13.67, 90.37, 623
895, 2.58, 90.37, 623
896, 0, 90.37, 623
897, 1.45, 90.37, 623
898, 45.33, 90.37, 623
899, 55.91, 90.37, 623
900, 0.1, 90.37, 623
901, 8.57, 90.37, 623
902, 16.25, 90.37, 623
903, 6.79, 90.37, 623
904, 26, 90.37, 623
905, 2.07, 90.37, 623
906, 15.68, 90.37, 623
907, 10.61, 90.37, 623
908, 6.65, 90.37, 623
909, 32.71, 90.37, 623
910, 3.17, 90.37, 623
911, 66.4, 90.37, 623
912, 33.57, 90.37, 623
913, 2.13, 90.37, 623
914, 28.61, 90.37, 623
915, -2.89, 90.37, 623
916, 81.55, 90.37, 623
917, 46.19, 90.37, 623
918, 32.81, 90.37, 623
919, 11.88, 90.37, 623
920, 3.75, 90.37, 623
921, 41.61, 90.37, 623
922, 2.83, 90.37, 623
923, 22.92, 90.37, 623
924, 25.45, 90.37, 623
925, 42.78, 90.37, 623
926, 0, 90.37, 623
927, 1.35, 90.37, 623
928, 4.15, 90.37, 623
929, 6.77, 90.37, 623
930, 3.12, 90.37, 623
